id,content
831,"university of zurich in Switzerland offers the program Software Engineering.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 105     - Minimum CGPA: 8.87      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 894      Admission Insight:     - Chance of Admission: 0.72"
832,"concordia university in Canada offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 294     - TOEFL Score: 82     - Minimum CGPA: 5.92      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 17130      Admission Insight:     - Chance of Admission: 0.66"
833,"purdue university in USA offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 313     - TOEFL Score: 97     - Minimum CGPA: 8.16      Application Details:     - Deadline: Nov 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 29030      Admission Insight:     - Chance of Admission: 0.78"
834,"deakin university in Australia offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 294     - TOEFL Score: 89     - Minimum CGPA: 5.52      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 24620      Admission Insight:     - Chance of Admission: 0.72"
835,"university of nottingham in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 100     - Minimum CGPA: 7.49      Application Details:     - Deadline: Nov 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24666      Admission Insight:     - Chance of Admission: 0.75"
836,"king's college london in UK offers the program Network Engineering.      Admission Requirements:     - GRE Score: 321     - TOEFL Score: 115     - Minimum CGPA: 8.13      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 30631      Admission Insight:     - Chance of Admission: 0.68"
837,"national university of ireland galway in Ireland offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 97     - Minimum CGPA: 7.25      Application Details:     - Deadline: Jun 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof      Financial Information:     - Tuition Fee: 16148      Admission Insight:     - Chance of Admission: 0.77"
838,"university of bern in Switzerland offers the program Data Science.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 107     - Minimum CGPA: 6.91      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 2253      Admission Insight:     - Chance of Admission: 0.84"
839,"tu munich in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 339     - TOEFL Score: 114     - Minimum CGPA: 9.66      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 1283      Admission Insight:     - Chance of Admission: 0.69"
840,"duke university in USA offers the program AI & Machine Learning.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 108     - Minimum CGPA: 8.82      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57929      Admission Insight:     - Chance of Admission: 0.74"
841,"purdue university in USA offers the program Human-Computer Interaction.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 105     - Minimum CGPA: 7.84      Application Details:     - Deadline: Oct 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 29188      Admission Insight:     - Chance of Admission: 0.87"
842,"national university of ireland galway in Ireland offers the program Information Systems.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 91     - Minimum CGPA: 8.32      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof      Financial Information:     - Tuition Fee: 16472      Admission Insight:     - Chance of Admission: 0.81"
843,"university of illinois urbana-champaign in USA offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 111     - Minimum CGPA: 7.83      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 33509      Admission Insight:     - Chance of Admission: 0.69"
844,"university of tokyo in Japan offers the program Cloud Computing.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 118     - Minimum CGPA: 8.21      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 4403      Admission Insight:     - Chance of Admission: 0.59"
845,"karlsruhe institute of technology in Germany offers the program Computational Finance.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 114     - Minimum CGPA: 8.25      Application Details:     - Deadline: Nov 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 2396      Admission Insight:     - Chance of Admission: 0.72"
846,"boston university in USA offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 305     - TOEFL Score: 105     - Minimum CGPA: 6.74      Application Details:     - Deadline: Jan 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 43703      Admission Insight:     - Chance of Admission: 0.68"
847,"university of southern california in USA offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 314     - TOEFL Score: 100     - Minimum CGPA: 7.55      Application Details:     - Deadline: Oct 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 47847      Admission Insight:     - Chance of Admission: 0.76"
848,"heidelberg university in Germany offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 114     - Minimum CGPA: 8.14      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 1729      Admission Insight:     - Chance of Admission: 0.76"
849,"yale university in USA offers the program Computer Science.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 108     - Minimum CGPA: 9.35      Application Details:     - Deadline: Mar 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57673      Admission Insight:     - Chance of Admission: 0.63"
850,"epfl in Switzerland offers the program Business Analytics.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 118     - Minimum CGPA: 9.92      Application Details:     - Deadline: Jun 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 1249      Admission Insight:     - Chance of Admission: 0.69"
851,"university of california los angeles in USA offers the program Information Systems.      Admission Requirements:     - GRE Score: 327     - TOEFL Score: 100     - Minimum CGPA: 8.97      Application Details:     - Deadline: Jul 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 42808      Admission Insight:     - Chance of Admission: 0.72"
852,"university of melbourne in Australia offers the program Computer Science.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 111     - Minimum CGPA: 8.56      Application Details:     - Deadline: Jan 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 37882      Admission Insight:     - Chance of Admission: 0.6"
853,"university of hamburg in Germany offers the program Business Analytics.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 100     - Minimum CGPA: 6.95      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 266      Admission Insight:     - Chance of Admission: 0.77"
854,"humboldt university berlin in Germany offers the program Robotics Engineering.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 112     - Minimum CGPA: 8.72      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 2604      Admission Insight:     - Chance of Admission: 0.71"
855,"deakin university in Australia offers the program Network Engineering.      Admission Requirements:     - GRE Score: 295     - TOEFL Score: 89     - Minimum CGPA: 7.8      Application Details:     - Deadline: Jan 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 25417      Admission Insight:     - Chance of Admission: 0.79"
856,"university college london in UK offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 109     - Minimum CGPA: 7.73      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 32529      Admission Insight:     - Chance of Admission: 0.68"
857,"monash university in Australia offers the program Network Engineering.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 112     - Minimum CGPA: 8.35      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 32993      Admission Insight:     - Chance of Admission: 0.71"
858,"university of tokyo in Japan offers the program Business Analytics.      Admission Requirements:     - GRE Score: 330     - TOEFL Score: 120     - Minimum CGPA: 8.58      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 4766      Admission Insight:     - Chance of Admission: 0.65"
859,"national university of singapore in Singapore offers the program Data Analytics.      Admission Requirements:     - GRE Score: 336     - TOEFL Score: 105     - Minimum CGPA: 8.97      Application Details:     - Deadline: Jun 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 19799      Admission Insight:     - Chance of Admission: 0.66"
860,"university of freiburg in Germany offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 105     - Minimum CGPA: 7.46      Application Details:     - Deadline: Sep 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 1818      Admission Insight:     - Chance of Admission: 0.76"
861,"university of bern in Switzerland offers the program Computer Science.      Admission Requirements:     - GRE Score: 312     - TOEFL Score: 99     - Minimum CGPA: 6.58      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 920      Admission Insight:     - Chance of Admission: 0.7"
862,"deakin university in Australia offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 313     - TOEFL Score: 95     - Minimum CGPA: 6.87      Application Details:     - Deadline: Nov 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 23463      Admission Insight:     - Chance of Admission: 0.79"
863,"eth zurich in Switzerland offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 326     - TOEFL Score: 119     - Minimum CGPA: 9.09      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 2241      Admission Insight:     - Chance of Admission: 0.63"
864,"kyoto university in Japan offers the program Software Engineering.      Admission Requirements:     - GRE Score: 334     - TOEFL Score: 106     - Minimum CGPA: 8.9      Application Details:     - Deadline: Jan 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 5227      Admission Insight:     - Chance of Admission: 0.6"
865,"johns hopkins university in USA offers the program Software Engineering.      Admission Requirements:     - GRE Score: 321     - TOEFL Score: 111     - Minimum CGPA: 9.22      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57499      Admission Insight:     - Chance of Admission: 0.69"
866,"duke university in USA offers the program Data Science.      Admission Requirements:     - GRE Score: 321     - TOEFL Score: 101     - Minimum CGPA: 8.64      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57180      Admission Insight:     - Chance of Admission: 0.69"
867,"northeastern university in USA offers the program Machine Learning.      Admission Requirements:     - GRE Score: 314     - TOEFL Score: 99     - Minimum CGPA: 7.82      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 41107      Admission Insight:     - Chance of Admission: 0.73"
868,"university of queensland in Australia offers the program Data Analytics.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 104     - Minimum CGPA: 8.9      Application Details:     - Deadline: Mar 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 32543      Admission Insight:     - Chance of Admission: 0.67"
869,"king's college london in UK offers the program Software Engineering.      Admission Requirements:     - GRE Score: 327     - TOEFL Score: 115     - Minimum CGPA: 7.78      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 31590      Admission Insight:     - Chance of Admission: 0.72"
870,"university of nottingham in UK offers the program Human-Computer Interaction.      Admission Requirements:     - GRE Score: 307     - TOEFL Score: 92     - Minimum CGPA: 7.43      Application Details:     - Deadline: May 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 23139      Admission Insight:     - Chance of Admission: 0.71"
871,"humboldt university berlin in Germany offers the program Machine Learning.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 102     - Minimum CGPA: 8.96      Application Details:     - Deadline: May 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 2077      Admission Insight:     - Chance of Admission: 0.71"
872,"university of hamburg in Germany offers the program Cloud Computing.      Admission Requirements:     - GRE Score: 311     - TOEFL Score: 103     - Minimum CGPA: 8.4      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 1826      Admission Insight:     - Chance of Admission: 0.77"
873,"university of cambridge in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 120     - Minimum CGPA: 9.58      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36795      Admission Insight:     - Chance of Admission: 0.6"
874,"nanyang technological university in Singapore offers the program Human-Computer Interaction.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 108     - Minimum CGPA: 9.86      Application Details:     - Deadline: Jul 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 17647      Admission Insight:     - Chance of Admission: 0.6"
875,"university of new south wales in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 109     - Minimum CGPA: 7.82      Application Details:     - Deadline: Jan 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 34122      Admission Insight:     - Chance of Admission: 0.68"
876,"western university in Canada offers the program AI & ML.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 95     - Minimum CGPA: 6.62      Application Details:     - Deadline: Apr 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 21562      Admission Insight:     - Chance of Admission: 0.75"
877,"university of alberta in Canada offers the program Information Systems.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 92     - Minimum CGPA: 8.12      Application Details:     - Deadline: Mar 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 19004      Admission Insight:     - Chance of Admission: 0.81"
878,"northwestern university in USA offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 114     - Minimum CGPA: 7.52      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 56849      Admission Insight:     - Chance of Admission: 0.71"
879,"university of new south wales in Australia offers the program Engineering.      Admission Requirements:     - GRE Score: 330     - TOEFL Score: 102     - Minimum CGPA: 7.96      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 33365      Admission Insight:     - Chance of Admission: 0.66"
880,"university of southampton in UK offers the program AI & Machine Learning.      Admission Requirements:     - GRE Score: 309     - TOEFL Score: 102     - Minimum CGPA: 8.28      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 23545      Admission Insight:     - Chance of Admission: 0.73"
881,"university of bern in Switzerland offers the program Computer Science.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 95     - Minimum CGPA: 7.51      Application Details:     - Deadline: Mar 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 2959      Admission Insight:     - Chance of Admission: 0.8"
882,"boston university in USA offers the program Information Systems.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 104     - Minimum CGPA: 8.48      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 42355      Admission Insight:     - Chance of Admission: 0.81"
883,"johns hopkins university in USA offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 327     - TOEFL Score: 111     - Minimum CGPA: 9.43      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 56288      Admission Insight:     - Chance of Admission: 0.73"
884,"university of tokyo in Japan offers the program AI & ML.      Admission Requirements:     - GRE Score: 332     - TOEFL Score: 114     - Minimum CGPA: 9.56      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 6828      Admission Insight:     - Chance of Admission: 0.67"
885,"osaka university in Japan offers the program AI & Machine Learning.      Admission Requirements:     - GRE Score: 321     - TOEFL Score: 106     - Minimum CGPA: 9.0      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 4710      Admission Insight:     - Chance of Admission: 0.73"
886,"mcmaster university in Canada offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 317     - TOEFL Score: 93     - Minimum CGPA: 7.05      Application Details:     - Deadline: Nov 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 22613      Admission Insight:     - Chance of Admission: 0.7"
887,"stanford university in USA offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 109     - Minimum CGPA: 8.77      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57328      Admission Insight:     - Chance of Admission: 0.6"
888,"university college dublin in Ireland offers the program Business Analytics.      Admission Requirements:     - GRE Score: 320     - TOEFL Score: 92     - Minimum CGPA: 6.54      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof      Financial Information:     - Tuition Fee: 18276      Admission Insight:     - Chance of Admission: 0.71"
889,"columbia university in USA offers the program Data Analytics.      Admission Requirements:     - GRE Score: 327     - TOEFL Score: 109     - Minimum CGPA: 8.76      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 58052      Admission Insight:     - Chance of Admission: 0.72"
890,"australian national university in Australia offers the program AI & ML.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 113     - Minimum CGPA: 8.17      Application Details:     - Deadline: Oct 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 33323      Admission Insight:     - Chance of Admission: 0.62"
891,"boston university in USA offers the program Computational Finance.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 102     - Minimum CGPA: 7.85      Application Details:     - Deadline: Jan 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 44661      Admission Insight:     - Chance of Admission: 0.76"
892,"university of western australia in Australia offers the program Software Engineering.      Admission Requirements:     - GRE Score: 306     - TOEFL Score: 97     - Minimum CGPA: 6.7      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 30779      Admission Insight:     - Chance of Admission: 0.69"
893,"eindhoven university of technology in Netherlands offers the program Data Analytics.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 105     - Minimum CGPA: 7.74      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 18899      Admission Insight:     - Chance of Admission: 0.69"
894,"arizona state university in USA offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 301     - TOEFL Score: 96     - Minimum CGPA: 6.79      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 27952      Admission Insight:     - Chance of Admission: 0.74"
895,"northwestern university in USA offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 100     - Minimum CGPA: 8.17      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 55758      Admission Insight:     - Chance of Admission: 0.65"
896,"dalhousie university in Canada offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 310     - TOEFL Score: 82     - Minimum CGPA: 6.74      Application Details:     - Deadline: May 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 19092      Admission Insight:     - Chance of Admission: 0.73"
897,"university of bern in Switzerland offers the program Business Analytics.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 95     - Minimum CGPA: 7.09      Application Details:     - Deadline: Nov 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 421      Admission Insight:     - Chance of Admission: 0.76"
898,"yale university in USA offers the program Software Engineering.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 106     - Minimum CGPA: 9.72      Application Details:     - Deadline: Mar 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57050      Admission Insight:     - Chance of Admission: 0.55"
899,"university of sheffield in UK offers the program Cloud Computing.      Admission Requirements:     - GRE Score: 309     - TOEFL Score: 95     - Minimum CGPA: 8.64      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 22144      Admission Insight:     - Chance of Admission: 0.8"
900,"kyoto university in Japan offers the program Information Systems.      Admission Requirements:     - GRE Score: 332     - TOEFL Score: 115     - Minimum CGPA: 8.5      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 6750      Admission Insight:     - Chance of Admission: 0.58"
901,"purdue university in USA offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 93     - Minimum CGPA: 7.65      Application Details:     - Deadline: Feb 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 27215      Admission Insight:     - Chance of Admission: 0.73"
902,"karlsruhe institute of technology in Germany offers the program Data Analytics.      Admission Requirements:     - GRE Score: 327     - TOEFL Score: 102     - Minimum CGPA: 9.25      Application Details:     - Deadline: Apr 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 1656      Admission Insight:     - Chance of Admission: 0.71"
903,"epfl in Switzerland offers the program Human-Computer Interaction.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 116     - Minimum CGPA: 8.4      Application Details:     - Deadline: Apr 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 2609      Admission Insight:     - Chance of Admission: 0.6"
904,"queen's university in Canada offers the program Human-Computer Interaction.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 108     - Minimum CGPA: 8.74      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 21800      Admission Insight:     - Chance of Admission: 0.86"
